Number,Theme,Name,Minifigs,Pieces,USPrice
1256,Town,Shell Service Station,2,144,20
6616,Town,Rocket Dragster,1,147,20
10036,Town,Pizza-To-Go,3,151,20
8821,Castle,Rogue Knight Battleship,3,152,20
6442,Town,Sting Ray Explorer,3,152,20
6451,Town,River Response,3,153,20
4752,Harry Potter,Professor Lupin's Classroom,3,156,20
1370,Studios,Raptor Rumble,3,157,20
7155,Star Wars,Trade Federation AAT,2,158,20
7263,Star Wars,TIE Fighter,2,159,20
4705,Harry Potter,Snape's Class,3,163,20
5919,Adventurers,The Valley of the Kings,3,164,20
3722,Adventurers,Treasure Tomb,3,164,20
7144,Star Wars,Slave I,1,166,20
6444,Town,Outback Airstrip,3,167,20
7146,Star Wars,TIE Fighter,2,171,20
4704,Harry Potter,The Room of the Winged Keys,3,175,20
4762,Harry Potter,Rescue from the Merpeople,5,175,20
1381,Studios,Vampire's Crypt,4,176,20
7141,Star Wars,Naboo Fighter,4,179,20
6334,Town,Wave Jump Racers,4,181,20
3431,Sports,Street Ball 2 vs 2,4,186,20
7780,Batman,The Batboat: Hunt for Killer Croc,2,188,20
4753,Harry Potter,Sirius Black's Escape,3,188,20
6897,Space,Rebel Hunter,2,140,21
3241,Scala,Nursery,2,54,22
6907,Space,Sonic Stinger,1,96,22
6432,Town,Speedway Transport,2,134,22
6557,Town,Treasure Hunters,3,150,22
6496,Time Cruisers,Whirling Time Warper,2,152,22
6249,Pirates,Pirates Ambush,3,156,22
1788,Pirates,Treasure Chest,4,159,22
4543,Trains,Railroad Tractor Flatbed,1,178,22
8229,Technic,Tread Trekker,1,185,22
5942,Belville,Pop Studio,1,102,22.99
4537,Trains,Twin Tank Transporter,1,174,23
4178,Mickey Mouse,Mickey's Fishing Adventure,2,104,24
6548,Town,Octan Gas Station,3,125,24
4532,Trains,Manual Level Crossing,1,135,24
4863,Duplo,Sentry & Catapult,2,41,24.99
5497,Duplo,Play with Numbers,1,58,24.99
4631,Duplo,My First Build,1,59,24.99
6136,Duplo,My First Zoo,1,60,24.99
6141,Duplo,My First Farm,1,62,24.99
71206,Dimensions,Scooby-Doo Team Pack,1,81,24.99
10757,Juniors,Raptor Rescue Truck,2,85,24.99
71346,Dimensions,The Powerpuff Girls Team Pack,2,93,24.99
71235,Dimensions,Midway Arcade Level Pack,1,96,24.99
71207,Dimensions,Ninjago Team Pack,2,97,24.99
71255,Dimensions,Teen Titans Go! Team Pack,2,105,24.99
10659,Bricks and More,Suitcase,2,146,24.99
10760,Juniors,Underminer's Bank Heist,3,149,24.99
10660,Bricks and More,Pink Suitcase,2,151,24.99
10753,Juniors,The Joker Batcave Attack,3,151,24.99
60078,City,Utility Shuttle,2,155,24.99
8092,Star Wars,Luke's Landspeeder,6,163,24.99
3648,City,Police Chase,3,173,24.99
2518,Ninjago,Nuckal's ATV,2,174,24.99
8093,Star Wars,Plo Koon's Jedi Starfighter,2,175,24.99
60121,City,Volcano Exploration Truck,2,175,24.99
60128,City,Police Pursuit,2,184,24.99
44028,HERO Factory,SURGE & ROCKA Combat Machine,4,188,24.99
5860,Belville,Love 'N' Lullabies,2,52,25
4689,Duplo,Playhouse,4,60,25
5805,Belville,Princess Rosaline's Room,2,70,25
4655,4 Juniors,Quick Fix Station,2,97,25
4539,Trains,Manual Level Crossing,1,110,25
6329,Town,Truck Stop,3,137,25
6430,Town,Night Patroller,1,140,25
6755,Western,Sheriff's Lock-Up,4,176,25
6048,Castle,Majisto's Magical Workshop,2,185,26
5843,Belville,Queen Rose and the Little Prince Charming,2,71,27
5827,Belville,Royal Coach,3,83,27
6411,Town,Sand Dollar Café,5,168,29.75
10544,Duplo,The Joker Challenge,2,40,29.99
5947,Duplo,Winnie the Pooh's House,3,40,29.99
3353,Duplo,Spencer and Sir Topham Hatt,1,45,29.99
10810,Duplo,Push Train,2,45,29.99
10569,Duplo,Treasure Attack,3,46,29.99
10834,Duplo,Pizzeria,3,57,29.99
3297,Duplo,Scoop and Lofty at the Building Yard,1,59,29.99
6138,Duplo,My First Fire Station,2,60,29.99
6051,Duplo,Play with Letters Set,1,62,29.99
71248,Dimensions,Mission Impossible Level Pack,1,76,29.99
6178,Duplo,MY LEGO Duplo Town,1,79,29.99
71203,Dimensions,Portal 2 Level Pack,1,85,29.99
71202,Dimensions,The Simpsons Level Pack,1,98,29.99
71244,Dimensions,Sonic the Hedgehog Level Pack,1,101,29.99
7244,City,Speedboat,2,107,29.99
71267,Dimensions,The Goonies Level Pack,1,118,29.99
10687,Juniors,Spider-Man Hideout,3,137,29.99
10675,Juniors,Police – The Big Escape,3,146,29.99
10725,Juniors,Lost Temple,3,172,29.99
10728,Juniors,Mia's Vet Clinic,2,173,29.99
8091,Star Wars,Republic Swamp Speeder,5,176,29.99
20200,Master Builder Academy,Space Designer,1,178,29.99
10761,Juniors,The Great Home Escape,4,178,29.99
2936,Duplo,Train Station,3,40,30
2281,Duplo,Maxi Brick Runner,2,47,30
3276,Duplo,Muck and Scoop,2,52,30
5807,Belville,The Royal Stable,3,64,30
7074,4 Juniors,Skull Island,3,76,30
6426,Town,Super Cycle Center,4,137,30
4970,Rock Raiders,The Chrome Crusher,1,168,30
3052,Castle,Ninja Fire Fortress,3,169,30
6764,Western,Sheriff's Lock-Up,4,171,30
8757,Bionicle,Visorak Battle Ram,14,176,30
6549,Town,Roadblock Runners,4,183,30
4553,Trains,Train Wash,2,185,30
6558,Town,Shark Cage Cove,3,187,30
10826,Duplo,Miles' Stellosphere Hangar,1,44,34.99
10827,Duplo,Mickey & Friends Beach House,3,48,34.99
10542,Duplo,Sleeping Beauty's Fairy Tale,2,55,34.99
10504,Duplo,My First Circus,3,62,34.99
1371,Studios,Spinosaurus Attack,2,155,35
3117,Scala,SCALA Flashy Pool,2,83,38
6268,Pirates,Renegade Runner,4,178,39.75
4828,Duplo,Princess Royal Stables,2,49,39.99
3597,Duplo,Lofty and Dizzy Hard At Work,1,51,39.99
5604,Duplo,Supermarket,2,62,39.99
60153,City,People Pack - Fun at the Beach,15,169,39.99
7287,City,Police Boat,3,172,39.99
2834,Duplo,The Meadowsweets,4,41,40
4691,Duplo,Police Station,3,61,40
4167,Mickey Mouse,Mickey's Mansion,2,119,40
2657,Duplo,Service Station,2,43,42
5870,Belville,Pretty Playland,2,92,42
5834,Belville,The Enchanted Garden,2,103,42
2732,Duplo,Push-Along Play Train Set,3,46,43
2701,Duplo,Train and Station Set,2,42,44
10507,Duplo,My First Train Set,2,52,44.99
71264,Dimensions,The LEGO Batman Movie: Play the Complete Movie,2,156,44.99
5941,Belville,Riding School,2,179,47
3771,Duplo,Train Starter Set,2,65,49.99
5544,Duplo,Thomas Starter Set,1,82,49.99
7581,Belville,Winter Royal Stables,2,86,49.99
10595,Duplo,Sofia the First Royal Castle,2,87,49.99
7578,Belville,Ultimate Princesses,2,149,49.99
10758,Juniors,T. Rex Breakout,3,150,49.99
2914,Action Wheelers,Rescue Base,3,44,50
2945,Duplo,Space Center,2,47,50
4965,Duplo,Police Action,4,65,50
3619,Explore,Traffic Town,7,75,50
3620,Explore,Playhouse,4,82,50
5850,Belville,The Royal Crystal Palace,3,149,50
5880,Belville,Prize Pony Stables,2,119,54
5858,Belville,The Golden Palace,2,173,55
5653,Duplo,Stone Quarry,3,48,59.99
5608,Duplo,Train Starter Set,3,64,59.99
6156,Duplo,Photo Safari,3,67,59.99
10505,Duplo,Play House,3,83,59.99
10836,Duplo,Neighborhood,5,98,59.99
7582,Belville,Royal Summer Palace,3,167,59.99
2699,Duplo,The DUPLO Farm,4,64,66
2770,Duplo,Play House,5,64,69
9122,Duplo,Vehicles,2,86,69
9231,Education,Playhouse Set,4,105,69
7577,Belville,Winter Wonder Palace,3,168,69.99
2942,Duplo,Play House,4,73,70
4611,Jack Stone,Police HQ,5,132,70
4589,Racers,RC Nitro Flash,1,136,70
9089,Education,Tubes Experiment Set,4,153,71
2669,Duplo,Maxi Zoo,4,65,74
9139,Dacta,Push Train Set,2,74,76.5
4820,Duplo,Princess' Palace,3,78,79.99
2794,Duplo,My House,3,76,84
6157,Duplo,The Big Zoo,4,147,89.99
9076,Education,Tubes Experiment Set,4,147,90
3119,Scala,Sunshine Home,3,168,96
9134,Education,Life-on-the-Farm Set,4,105,97
45008,Education,Math Train,5,167,99.99
9203,Dacta,Tech Machines,6,117,105
